L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Blossom - Pot Metal Planter, Yellow, Medium, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grown along with the amazing designs of this planter will give an unique look for your garden. The planters can withstand direct sunlight, rainfall and can be kept outside all over the year - making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your table top, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,399,279,Klassic,India,['40173191'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173191_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-2_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-3_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173191-4_5-klassic-blossom-pot-metal-planter-yellow-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173191', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Hanging Planter
The material of the planter: Metal
Colour: yellow
Product Weight:285gm
Product Dimension : 5X4X8",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Boat - Oval Shape Pot Planter, Red, Medium, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grow along with the amazing designs of this planter will give a unique look for your garden.
The planters can withstand direct sunlight, rainfall and can be kept outside all over the year, making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your table top, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,249,179,Klassic,India,['401736183'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173183_6-klassic-boat-oval-shape-pot-planter-red-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173183-2_6-klassic-boat-oval-shape-pot-planter-red-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173183-3_6-klassic-boat-oval-shape-pot-planter-red-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173183-4_6-klassic-boat-oval-shape-pot-planter-red-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 401736183', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Pot Planter
Material of the planter : Metal
Colour: Red
Product Weight:285gm
Product Dimension : 7X4X4",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Edge - Rectangular Railing Planter, Blue, Medium, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grow along with the amazing designs of this planter will give a unique look for your garden. The planters can withstand direct sunlight, rainfall and can be kept outside all over the year - making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your tabletop, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,649,429,Klassic,India,['40173193'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173193_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173193-2_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173193-3_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173193-4_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173193', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Railing Pot Planter
The material of the planter: Metal
Colour: blue
Product Weight: 305gm
Product Dimension: 17X6X5",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Edge - Rectangular Railing Planter, Blue, Medium, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grow along with the amazing designs of this planter will give a unique look for your garden. The planters can withstand direct sunlight, rainfall and can be kept outside all over the year - making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your tabletop, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,649,429,Klassic,India,['40173193'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173193_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173193-2_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173193-3_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173193-4_5-klassic-edge-rectangular-railing-planter-blue-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173193', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Railing Pot Planter
The material of the planter: Metal
Colour: blue
Product Weight: 305gm
Product Dimension: 17X6X5",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Flower Pot With Chain - Apple Green, 7.1 Inch, Rattan, 6 pcs","Klassic rattan hanging pot with chain is a good choice for indoor and outdoor gardening. The round-shaped design adds a stylish touch to any home decor. This hanging planter has a hole at the bottom that allows excess water but holds the soil in place and prevents the roots from rotting. The simple design of the box helps to keep the attention on your plants, making your deck feel more unified and elevated.",6 pcs,pcs,6 pcs,6,1,679,479,"Eagle Network Supply Pvt. Ltd. , Khasra No. 399 Delhi - 110030",India,['40233611'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40233611_1-klassic-flower-pot-with-chain-apple-green-71-inch-rattan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40233611-2_1-klassic-flower-pot-with-chain-apple-green-71-inch-rattan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Durable and sturdy material
Lightweight and easy to handle
Adjustable hanger, weather-resistant
Suitable for indoor and outdoor
It is easy to store","Ideal for herbs, succulent, indoor and outdoor plants both real and artificial
Decorate your home balcony, tabletop, window sills, kitchen garden, and office desk and anywhere as a decor","['EAN Code: 40233611', 'Manufactured & Marketed By: Eagle Network Supply Pvt. Ltd. , Khasra No. 399 Delhi - 110030', 'Country of Origin: India', '","Eagle Network Supply Pvt. Ltd. , Khasra No. 399 Delhi - 110030",-,-,-,-,-,-,"Brand - Klassic
Type - Garden Tools
Material - Plastic
Colour - Apple Green
Dimensions - 200x160x50
Weight - 900 g
Shape - Round
Design - Rattan
Diameter/Capacity - 7.1 Inch
Package Content - 6 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Flower Pot With Chain - Yellow, 7.5 Inch, Diamond, 5 pcs",Klassic diamond hanging pot with chain is a good choice for indoor and outdoor gardening. The round-shaped design adds a stylish touch to any home decor. This hanging planter has a hole at the bottom that allows excess water but holds the soil in place and prevents the roots from rotting. The simple design of the box helps to keep the attention on your plants making your deck feel more unified and elevated.,5 pcs,pcs,5 pcs,5,1,509,379,"Eagle Network Supply Pvt. Ltd., Khasra No. 399 Delhi - 110030",India,['40233606'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40233606_1-klassic-flower-pot-with-chain-yellow-75-inch-diamond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40233606-2_1-klassic-flower-pot-with-chain-yellow-75-inch-diamond.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Durable and sturdy material
Lightweight and easy to handle
Adjustable hanger and weather resistant
Suitable for indoor and outdoor
It is easy to store","Ideal for herbs, succulent, indoor and outdoor plants both real and artificial
Decorate your home balcony, tabletop, window sills, kitchen garden, and office desk and anywhere as a decor","['EAN Code: 40233606', 'Manufactured & Marketed By: Eagle Network Supply Pvt. Ltd., Khasra No. 399 Delhi - 110030', 'Country of Origin: India', '","Eagle Network Supply Pvt. Ltd., Khasra No. 399 Delhi - 110030",-,-,-,-,-,-,"Brand - Klassic
Type - Planter
Material - Plastic
Colour - Yellow 
Dimensions - 200x180x120
Weight - 562.5 g
Shape - Round
Design - Diamond
Diameter/Capacity - 7.5 Inch
Package Content - 5 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Gardening Tool - Small Trowel, 1 pc","Klassic small trowel tool for gardening is highly durable and comfortable. Our garden tools make jobs quick and easy. The cast-aluminium heads resist rust and won¬¬ôt snap off while you¬¬ôre working, no matter how tough your soil is. It is powder-coated for rust protection. The tools have specially designed plastic handles for better grip and comfortable use.",1 pc,pcs,1 pc,1,1,199,99,"Spartan Supply Pvt Ltd. Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030",India,['40233612'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40233612_1-klassic-gardening-tool-small-trowel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40233612-2_1-klassic-gardening-tool-small-trowel.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Highly durable and top-quality
Makes the job quick and easy
Resist rust and won¬¬ôt snap off
Better grip and comfortable 
Easy to use","Perfect gift for the gardening lover
Perfect gardening kit","['EAN Code: 40233612', 'Manufacturer Name & : Spartan Supply Pvt Ltd. Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030', 'Marketed by: EAGLE NETWORK SUPPLY PVT LTD Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030', 'Country of Origin: India', '","EAGLE NETWORK SUPPLY PVT LTD Kh No 399, Main Market (MG road) Ghitorni New Delhi-110030",-,-,-,-,-,-,"Brand - Klassic
Type - Garden Tools
Material - Iron
Colour - Multicolour
Dimensions - 300x80x30 
Weight - 180 g
Shape - Standard
Design - Plain
Diameter/Capacity - Pack of 1
Package Content - 1 pc",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Hanging Planter - Metal, 10 Inch, 2 pcs","Klassic metal hanging pot with chain is a good choice for indoor and outdoor gardening. The round-shaped design adds a stylish touch to any home decor. This hanging planter has a hole at the bottom that allows excess water but holds the soil in place and prevents the roots from rotting. The simple design of the box helps to keep the attention on your plants, making your deck feel more unified and elevated.",2 pcs,pcs,2 pcs,2,1,479,349,"Eagle Network Supply Pvt. Ltd., Khasra No. 399 Delhi - 110030",India,['40233595'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40233595_1-klassic-hanging-planter-metal-10-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40233595-2_1-klassic-hanging-planter-metal-10-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Durable and sturdy material
Lightweight and easy to handle
Adjustable hanger and weather resistant
Suitable for indoor and outdoor
It is easy to store","Ideal for herbs, succulents, indoor plants both real and artificial
Decorate your home balcony, tabletop, window sills, kitchen garden, and office desk and anywhere as a decor","['EAN Code: 40233595', 'Manufactured & Marketed By: Eagle Network Supply Pvt. Ltd., Khasra No. 399 Delhi - 110030', 'Country of Origin: India', '","Eagle Network Supply Pvt. Ltd., Khasra No. 399 Delhi - 110030",-,-,-,-,-,-,"Brand - Klassic
Type - Planter
Material - Metal
Colour - Black 
Dimensions - 203.2x150x20 
Weight - 410 g
Shape - Round
Design - Metal Hanging
Diameter/Capacity - 10 Inch
Package Content - 2 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Hanging Planter, Round, Blue, Medium, Flora, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grow along with the amazing designs of this planter will give a unique look for your garden. 
The planters can withstand direct sunlight, rainfall and can be kept outside all over the year, making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your tabletop, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,249,199,Klassic,India,['40173167'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173167_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-2_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-3_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173167', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Hanging Planter
Material of the planter: Metal
Colour: Blue
Product Weight:285gm
Product Dimension: 6.4X5X5.5",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Hanging Planter, Round, Blue, Medium, Flora, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grow along with the amazing designs of this planter will give a unique look for your garden. 
The planters can withstand direct sunlight, rainfall and can be kept outside all over the year, making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your tabletop, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,249,199,Klassic,India,['40173167'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173167_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-2_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-3_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173167', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Hanging Planter
Material of the planter: Metal
Colour: Blue
Product Weight:285gm
Product Dimension: 6.4X5X5.5",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Hanging Planter, Round, Blue, Medium, Flora, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grow along with the amazing designs of this planter will give a unique look for your garden. 
The planters can withstand direct sunlight, rainfall and can be kept outside all over the year, making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your tabletop, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,249,199,Klassic,India,['40173167'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173167_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-2_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-3_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173167', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Hanging Planter
Material of the planter: Metal
Colour: Blue
Product Weight:285gm
Product Dimension: 6.4X5X5.5",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Klassic,"Klassic Hanging Planter, Round, Blue, Medium, Flora, 1 pc","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grow along with the amazing designs of this planter will give a unique look for your garden. 
The planters can withstand direct sunlight, rainfall and can be kept outside all over the year, making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your tabletop, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",1 pc,pcs,1 pc,1,1,249,199,Klassic,India,['40173167'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40173167_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-2_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40173167-3_6-klassic-flora-round-shaped-hanging-planter-blue-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40173167', 'Country of origin: India', '",-,-,-,-,-,-,-,"Brand: Klassic
Type: Hanging Planter
Material of the planter: Metal
Colour: Blue
Product Weight:285gm
Product Dimension: 6.4X5X5.5",-
