L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Diet Tofu,"Diet Tofu Soya Paneer - Vegan, Rich In Protein, Calcium & Fibre, Gluten Free, 200 g Pouch","The Diet Tofu Soya can be used in your favourite gravies, biryanis and sandwiches as a vegan alternative for paneer. This Diet Tofu is made with soybean, is a plant-based source of protein to fulfil your protein requirements. The tofu has a texture like a paneer and hence is great to use as a vegan substitute in different dishes. It is also suitable for people with lactose malabsorption as tofu does not contain any form of dairy. You can use tofu instead of paneer at your parties and let everyone enjoy the deliciousness without compromise. Explore the wide range of Soya Tofu by Diet Tofu only on Big Basket.",200 g Pouch,g,200 g Pouch,1,1,60,60,B-34 LAWRANCE ROAD INDUSTRIAL AREA NEW DELHI PIN- 10035 & SUBHASH SALES PVT LTD SHOP NO 20 FIRST FLOOR EAST AVENUE MARKET EAST PUNJABI BAGH NEW DELHI PIN 110026,India,['40024802'],['13320005000016'],https://datalabs.siva3.io/image/Eunimart_groceries_40024802_5-diet-tofu-diet-tofu-soya-made-from-soya-milk-rich-in-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024802-2_3-diet-tofu-diet-tofu-soya-made-from-soya-milk-rich-in-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024802-3_3-diet-tofu-diet-tofu-soya-made-from-soya-milk-rich-in-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024802-4_3-diet-tofu-diet-tofu-soya-made-from-soya-milk-rich-in-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024802-5_1-diet-tofu-diet-tofu-soya-made-from-soya-milk-rich-in-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024802-6_1-diet-tofu-diet-tofu-soya-made-from-soya-milk-rich-in-protein.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40024802', 'FSSAI No: 13320005000016', 'Manufactured & Marketed by: B-34 LAWRANCE ROAD INDUSTRIAL AREA NEW DELHI PIN- 10035 & SUBHASH SALES PVT LTD SHOP NO 20 FIRST FLOOR EAST AVENUE MARKET EAST PUNJABI BAGH NEW DELHI PIN 110026', 'Country of origin: India', 'Best before 17-03-2023', '",B-34 LAWRANCE ROAD INDUSTRIAL AREA NEW DELHI PIN- 10035 & SUBHASH SALES PVT LTD SHOP NO 20 FIRST FLOOR EAST AVENUE MARKET EAST PUNJABI BAGH NEW DELHI PIN 110026,-,-,-,-,"Soybeans 94.74%, Coagulant, Salt.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dodoni,"Dodoni Feta Cheese, 200 g Pouch","Dodoni feta Greek cheese is made from sheep and goat s milk. Dodoni Greek feta is worldwide recognized and liked for its delicious and consistent quality. Feta Greek cheese is a crumbly aged cheese produced in blocks and has a slightly grainy texture. It is a good source of nutrients, including calcium, phosphorous and b vitamins. Dodoni feta is available in bulk in large metal containers, in plastic containers in brine, in vacuum packs or in cubes with olive oil and oregano. Ideal for salads, omelettes, souffl©s, canap©s weight: 200g, vegetarian",200 g Pouch,g,200 g Pouch,1,1,895,895,"Dodoni S.A. AGRICULTURAL, DAIRY INDUSTRY OF EPIRUS. Tagmatarhi Kostaki 1 . Eleusa 451 10 Ioannina . Greece.",Greek,['40007197'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40007197_2-dodoni-feta-greek.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007197-2_1-dodoni-feta-greek.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007197-3_1-dodoni-feta-greek.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007197-4_1-dodoni-feta-greek.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40007197', 'Manufactured by: Dodoni S.A. AGRICULTURAL, DAIRY INDUSTRY OF EPIRUS. Tagmatarhi Kostaki 1 . Eleusa 451 10 Ioannina . Greece.', 'Marketed by: Fortune Gourmet Specialities Pvt Ltd, 107, Adhyaru Industrial Estate, Sun Mill Compound, Lower Parel, Mumbai - 400013, INDIA, Tel : 91-22-43664444', 'Country of Origin: Greek', 'Best before 05-07-2023', '","Fortune Gourmet Specialities Pvt Ltd, 107, Adhyaru Industrial Estate, Sun Mill Compound, Lower Parel, Mumbai - 400013, INDIA, Tel : 91-22-43664444",-,-,-,-,"Goat and sheep milk, culture rennut and salt.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Dodoni,"Dodoni Goat Cheese, 200 g Pouch","Dodoni goat s katsiki cheese is made from goat s milk. This goat cheese is worldwide recognized and liked for its delicious and consistent quality. A slightly spicy taste which makes it more tempting. Katsiki goat cheese is crumbly aged cheese produced in blocks and has a slightly grainy texture. It is a good source of nutrients, including calcium, phosphorous and b vitamins. This contains 21% fat. Ideal with pastas, breads, salads, canap©s and pizza topping. weight: 200g, shelf life: 12 months",200 g Pouch,g,200 g Pouch,1,1,895,895,"Dodoni S.A. AGRICULTURAL, DAIRY INDUSTRY OF EPIRUS. Tagmatarhi Kostaki 1 . Eleusa 451 10 Ioannina . Greece.",Greek,['40013342'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40013342_1-dodoni-goats-cheese-katsiki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013342-2_1-dodoni-goats-cheese-katsiki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013342-3_1-dodoni-goats-cheese-katsiki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013342-4_1-dodoni-goats-cheese-katsiki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40013342-5_1-dodoni-goats-cheese-katsiki.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40013342', 'Manufactured by: Dodoni S.A. AGRICULTURAL, DAIRY INDUSTRY OF EPIRUS. Tagmatarhi Kostaki 1 . Eleusa 451 10 Ioannina . Greece.', 'Marketed by: Fortune Gourmet Specialities Pvt Ltd, 107, Adhyaru Industrial Estate, Sun Mill Compound, Lower Parel, Mumbai - 400013, INDIA, Tel : 91-22-43664444', 'Country of Origin: Greek', 'Best before 05-07-2023', '","Fortune Gourmet Specialities Pvt Ltd, 107, Adhyaru Industrial Estate, Sun Mill Compound, Lower Parel, Mumbai - 400013, INDIA, Tel : 91-22-43664444",-,-,-,-,"Goat milk, culture rennut and salt.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Almond Drink - Unsweetened, Dairy Free, 1 L Tetrapack","Epigamia introduces a range of vegan and dairy-free almond milk fortified with calcium and vitamins, a perfect balance of health and taste. Epigamia Almond Milk is plant-based, gluten-free and has zero preservatives, and zero added sugar.",1 L Tetrapack,L,1 L Tetrapack,1,1,325,260,"Drums Food International Pvt Ltd, 601, 6th floor, Link Rose, Linking Rd, Santacruz West, Mumbai, Maharashtra 400054",India,['40201828'],['10019022010155'],https://datalabs.siva3.io/image/Eunimart_groceries_40201828_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-2_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-3_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-4_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-5_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-6_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-7_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-8_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201828-9_1-epigamia-almond-milk-unsweetened-dairy-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40201828', 'FSSAI Number: 10019022010155', 'Manufactured & Marketed By:Drums Food International Pvt Ltd, 601, 6th floor, Link Rose, Linking Rd, Santacruz West, Mumbai, Maharashtra 400054', 'Country of Origin: India', 'Best before 30-05-2023', '","Drums Food International Pvt Ltd, 601, 6th floor, Link Rose, Linking Rd, Santacruz West, Mumbai, Maharashtra 400054",-,-,-,-,"Water, Almond (4%), Tri calcium phosphate, Vitamin premix (Vit A and Vit D2)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Almond Drink - Unsweetened, Dairy Free, 2x1 L Multipack","Epigamia introduces a range of vegan and dairy-free almond milk fortified with calcium and vitamins, a perfect balance of health and taste. Epigamia Almond Milk is plant-based, gluten-free and has zero preservatives, and zero added sugar.",2x1 L Multipack,L,2x1 L Multipack,1,1,650,520,"Drums Food International Pvt Ltd, 601, 6th floor, Link Rose, Linking Rd, Santacruz West, Mumbai, Maharashtra 400054",India,['1214375'],['10019022010155'],https://datalabs.siva3.io/image/Eunimart_groceries_214375_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214375-2_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214375-3_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214375-4_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214375-5_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214375-6_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214375-7_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214375-8_2-epigamia-almond-milk-unsweetened-dairy-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 1214375', 'FSSAI Number: 10019022010155', 'Manufactured & Marketed By:Drums Food International Pvt Ltd, 601, 6th floor, Link Rose, Linking Rd, Santacruz West, Mumbai, Maharashtra 400054', 'Country of Origin: India', 'Best before 30-05-2023', '","Drums Food International Pvt Ltd, 601, 6th floor, Link Rose, Linking Rd, Santacruz West, Mumbai, Maharashtra 400054",-,-,-,-,"Water, Almond (4%), Tri calcium phosphate, Vitamin premix (Vit A and Vit D2)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Artisanal Curd - Made with Cow's Milk, 400 g Cup","Epigama in Ancient Greek meant a way to Formalize the relationship between different nations, Thus with this cup of Greek Yogurt we applaud the marriage of a healthy lifestyle with delicious taste using only natural ingredients. Epigamia Artisanal curd is fresh, creamy and delicious, just like home made curd. It is the first curd in India that is lactose free and has 10 times more product. Features: Pasteurized toned milk used. Lactose Free, Live Probiotics, No added sugar, No Preservatives. Weight: 400 g Keep it refrigerated at 4 to 8 Deg C.",400 g Cup,g,400 g Cup,1,1,100,100,"S.P.Mani and Mohan dairy India Pvt Ltd, SF- No-1785/1, Kulur Panchayat KATHAKINARU VILLAGE Avalpoonduri, E- Village - Erode Dist - 638104 - Tamilnadu",India,['40120049'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120049_4-epigamia-curd-artisanal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120049-2_3-epigamia-curd-artisanal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120049-3_3-epigamia-curd-artisanal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120049-4_3-epigamia-curd-artisanal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120049-5_3-epigamia-curd-artisanal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120049-6_1-epigamia-curd-artisanal.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat. Anytime / Anywhere,"['EAN Code: 40120049', 'Country of origin: India', 'Manufactured by: S.P.Mani and Mohan dairy India Pvt Ltd, SF- No-1785/1, Kulur Panchayat KATHAKINARU VILLAGE Avalpoonduri, E- Village - Erode Dist - 638104 - Tamilnadu', 'Marketed by: Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054', 'Best before 13-03-2023', '","Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054",-,-,-,-,"Pasteurized toned milk, Milk solids, Enzyme - (galactosidase), Active live culture. Active and Probiotic Culture - Lactobascilus, Acidophilus, Bifidobacterium lactis. Active Live Culture - St. Thermophilus, Lbdelbrukil subsp, Bulgaricus, Lb, delbruecki subsp, lactis subsp, lactis lc, lactis subsp cremotis, Lactose <0. 1%.",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Artisanal Mishti Doi, 80 g Cup","Epigamia is India's first all-natural Greek yogurt. Epigamia Artisanal Mishti Doi is lactose-free and is especially crafted to improve gut health, ease digestion and boost immunity. It has no added preservatives. Mishti doi is a fermented sweet doi from the Indian subcontinent and it is common in the states of West Bengal in India and in Bangladesh. It is made with milk and sugar/jaggery. Pasteurised Full Cream Milk used. Contains Active Live Cultures; Contains permitted Natural Colour and Added Flavour. Weight: 85 g Keep it refrigerated at 4 to 8 Deg C.",80 g Cup,g,80 g Cup,1,1,35,35,"1785/1, kulur Panchayat, Kathakinaru Village, Aval Poondurai, E-Village, Erode District-6381104, Tamilnadu",India,['40129284'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40129284_3-epigamia-misti-doi-artisanal-mishti-doi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129284-2_3-epigamia-misti-doi-artisanal-mishti-doi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129284-3_3-epigamia-misti-doi-artisanal-mishti-doi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129284-4_3-epigamia-misti-doi-artisanal-mishti-doi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129284-5_3-epigamia-misti-doi-artisanal-mishti-doi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129284-6_2-epigamia-misti-doi-artisanal-mishti-doi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129284-7_1-epigamia-misti-doi-artisanal-mishti-doi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40129284-8_1-epigamia-misti-doi-artisanal-mishti-doi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat,"['EAN Code: 40129284', 'Country of origin: India', 'Manufacturer Name & : 1785/1, kulur Panchayat, Kathakinaru Village, Aval Poondurai, E-Village, Erode District-6381104, Tamilnadu', 'Marketed by: Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054.', 'Best before 8 days from delivery date', '","Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054.",-,-,-,-,"Low Lactose Full Cream Milk [Milk, Milk Solids, Enzyme (B- galactosidase)], Sugar, Colour (INS 150a), Flavour (Natural Flavouring Substances), Permitted Lactic Acid Culture",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Fruit Yogurt - Alphonso Mango, 75 g Cup","At Epigamia, we love food and we are always finding ways to unleash the best out of yoghurts. Flavoured Probiotic yoghurt, is strained dahi to get higher protein and infused with real fruit to stimulate the taste buds. The probiotics and vitamins pack a punch to the yoghurt. We have been challenging the boundaries of what is possible with  that are yoghurt that is tastier and better for you",75 g Cup,g,75 g Cup,1,1,35,31.5,"Drums Food International Pvt Ltd, 601, Link Rose Building, Linking Road, Santacruz West, Mumbai - 400054",India,['40200834'],['10019022010155'],https://datalabs.siva3.io/image/Eunimart_groceries_40200834_3-epigamia-probiotic-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200834-2_3-epigamia-probiotic-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200834-3_3-epigamia-probiotic-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200834-4_3-epigamia-probiotic-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200834-5_3-epigamia-probiotic-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200834-6_3-epigamia-probiotic-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200834-7_2-epigamia-probiotic-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200834-8_1-epigamia-probiotic-yogurt-alphonso-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 40200834', 'FSSAI Number: 10019022010155', 'Manufactured & Marketed By: Drums Food International Pvt Ltd, 601, Link Rose Building, Linking Road, Santacruz West, Mumbai - 400054', 'Country of Origin: India', 'Best Before 11-03-2023', '","Drums Food International Pvt Ltd, 601, Link Rose Building, Linking Road, Santacruz West, Mumbai - 400054",-,-,-,-,"Stirred Yoghurt (pasteurised Double Toned Milk, Milk Solids, Inulin, Stabilizer (pectin), Permitted Starter Cultures), Processed Alphonso Mango Pulp (Alphonso Mango Puree, Sugar), Vitamin C, Vitamin D(ergocalciferol)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Fruit Yogurt - Strawberry, 75 g Cup","At Epigamia, we love food and we are always finding ways to unleash the best out of yoghurts. Flavoured Probiotic yoghurt, is strained dahi to get higher protein and infused with real fruit to stimulate the taste buds. The probiotics and vitamins pack a punch to the yoghurt. We have been challenging the boundaries of what is possible with  that are yoghurt that is tastier and better for you",75 g Cup,g,75 g Cup,1,1,35,31.5,"Drums Food International Pvt Ltd, 601, Link Rose Building, Linking Road, Santacruz West, Mumbai - 400054",India,['40200835'],['10019022010155'],https://datalabs.siva3.io/image/Eunimart_groceries_40200835_3-epigamia-probiotic-yogurt-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200835-2_3-epigamia-probiotic-yogurt-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200835-3_3-epigamia-probiotic-yogurt-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200835-4_3-epigamia-probiotic-yogurt-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200835-5_3-epigamia-probiotic-yogurt-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200835-6_3-epigamia-probiotic-yogurt-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200835-7_2-epigamia-probiotic-yogurt-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200835-8_1-epigamia-probiotic-yogurt-strawberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 40200835', 'FSSAI Number: 10019022010155', 'Manufactured & Marketed By: Drums Food International Pvt Ltd, 601, Link Rose Building, Linking Road, Santacruz West, Mumbai - 400054', 'Country of Origin: India', 'Best Before 11-03-2023', '","Drums Food International Pvt Ltd, 601, Link Rose Building, Linking Road, Santacruz West, Mumbai - 400054",-,-,-,-,"Stirred Yoghurt (pasteurised Double Toned Milk, Milk Solids, Inulin, Stabiliser (pectin), Permitted Starter Cultures), Processed Strawberry Pulp (Strawberry Puree, Sugar, Water, Stabiliser (pectin), Lemon Juice Concentrate), Vitamin C, Vitamin D (ergocalciferol)",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Greek Yogurt - Alphonso Mango, High In Protein, No Preservatives, 4x85 g Multipack","Epigama means in Ancient Greek meant a way to Formalize the relationship between different nations. Epigamia greek yogurt is one of the most authentic yoghurts which advocates a healthy lifestyle with a delicious taste. The creamy rich texture enables it to be nutritiously dense and satisfying. Yogurt is a source of Iodine, which helps to increase metabolism and promote weight loss. It is lower in lactose as well as carbohydrates making it much easier to digest. Alphonso Mango Pulp and lemon juice concentrate are added to Greek Yogurt to make the delicious Alphonso Mango Yogurt. No Preservatives, No added colours or flavours, High protein, Low fat. Pasteurized double-toned milk was used. Active Live Cultures S Thermophilus, L Bacillus, Delbrueckii Subsp, Bulgaricus added. Fruit Content: 16%; Contains Alphonso Mango pulp.",4x85 g Multipack,g,4x85 g Multipack,1,1,220,198,"Shri Krishna Farms, 221/1.Nichole Village, Thane -421303",India,['1200550'],-,https://datalabs.siva3.io/image/Eunimart_groceries_200550_4-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-2_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-3_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-4_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-5_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-6_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-7_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-8_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_200550-9_1-epigamia-greek-yogurt-alphonso-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 1200550', 'Country of origin: India', 'Manufactured by: Shri Krishna Farms, 221/1.Nichole Village, Thane -421303', 'Marketed by: Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054', 'Best before 10-03-2023', '","Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054",-,-,-,-,"Greek Yogurt (Pasteurized Double Toned Milk, Milk Solids, Prebiotic (Pectin), Permitted Lactic Acid Cultures), Processed Alphonso Mango Pulp (Alphonso Mango Puree Sugar Syrup).",-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,Epigamia,"Epigamia Greek Yogurt - Alphonso Mango, High In Protein, No Preservatives, 6x85 g Multipack","Epigama means in Ancient Greek meant a way to Formalize the relationship between different nations. Epigamia greek yogurt is one of the most authentic yoghurts which advocates a healthy lifestyle with a delicious taste. The creamy rich texture enables it to be nutritiously dense and satisfying. Yogurt is a source of Iodine, which helps to increase metabolism and promote weight loss. It is lower in lactose as well as carbohydrates making it much easier to digest. Alphonso Mango Pulp and lemon juice concentrate are added to Greek Yogurt to make the delicious Alphonso Mango Yogurt. No Preservatives, No added colours or flavours, High protein, Low fat. Pasteurized double-toned milk was used. Active Live Cultures S Thermophilus, L Bacillus, Delbrueckii Subsp, Bulgaricus added. Fruit Content: 16%; Contains Alphonso Mango pulp.",6x85 g Multipack,g,6x85 g Multipack,1,1,330,280.5,"Shri Krishna Farms, 221/1.Nichole Village, Thane -421303",India,['1215362'],-,https://datalabs.siva3.io/image/Eunimart_groceries_215362_2-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-2_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-3_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-4_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-5_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-6_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-7_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-8_1-epigamia-greek-yogurt-alphonso-mango.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_215362-9_1-epigamia-greek-yogurt-alphonso-mango.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code: 1215362', 'Country of origin: India', 'Manufactured by: Shri Krishna Farms, 221/1.Nichole Village, Thane -421303', 'Marketed by: Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054', 'Best before 10-03-2023', '","Drums Food International Pvt Ltd, Sai Mansarovar CHS LTD, 1st Floor, Unit - 101/2, S.V.Road, Santacruz (W) , Mumbai - 400054",-,-,-,-,"Greek Yogurt (Pasteurized Double Toned Milk, Milk Solids, Prebiotic (Pectin), Permitted Lactic Acid Cultures), Processed Alphonso Mango Pulp (Alphonso Mango Puree Sugar Syrup).",-
